name,v_nom,x,y,wkt_srid_4326,frequency,ref,operator,osm_name,voltage,typ
1,220.0,9.52257596986,52.3604090558,SRID=4326;POINT(9.52257596986262 52.3604090557601),50,,TenneT;EON_Netz,Hannover/West,220000;110000,substation
2,380.0,9.11321007473,52.5438533224,SRID=4326;POINT(9.11321007472722 52.5438533223737),50,,TenneT,Umspannwerk Kraftwerk Robert Frank,220000,substation
3,380.0,9.38974509625,52.026313066,SRID=4326;POINT(9.38974509624863 52.0263130660355),50,,TenneT,UW Grohnde 380 kV / 110 kV,380000;110000,substation
4,380.0,9.12526570295,52.5382640871,SRID=4326;POINT(9.12526570294975 52.5382640870749),50,,TenneT TSO GmbH,Landesbergen,380000;220000,substation
5,380.0,10.3662749375,52.2846467462,SRID=4326;POINT(10.3662749375017 52.2846467462009),50,,TenneT,Wahle,380000;220000,substation
6,220.0,9.91814864614,52.3799963126,SRID=4326;POINT(9.91814864613865 52.3799963125719),50,,TenneT_TSO,TenneT TSO GmbH - Betriebszentrum Lehrte,220000;110000,substation
7,380.0,9.91717971972,52.2781686139,SRID=4326;POINT(9.91717971972185 52.2781686139394),50,,TenneT,Algermissen,380000;110000,substation
8,380.0,10.4149923382,53.412606883,SRID=4326;POINT(10.4149923381504 53.4126068830249),,,50Hertz,Krümmel,380000;110000,substation
9,380.0,10.3787705904,53.2197927686,SRID=4326;POINT(10.3787705903765 53.2197927685849),50,LUEN,EON_Netz,Lüneburg,380000;110000,substation
10,380.0,12.9416466019,52.5621144046,SRID=4326;POINT(12.9416466019288 52.5621144045848),,Wu,50Hertz Transmission GmbH;E.ON edis AG,Wustermark,380000;220000;110000,substation
11,220.0,13.2061029868,52.6571362773,SRID=4326;POINT(13.2061029867985 52.6571362773373),50,,50Hertz Transmission,Hennigsdorf,220000,substation
12,380.0,13.7096697058,52.5397952581,SRID=4326;POINT(13.7096697058228 52.5397952580643),50,NHG TCC,50Hertz Transmission GmbH,Neuenhagen,380000;220000;110000,substation
13,380.0,11.3704262487,48.291492233,SRID=4326;POINT(11.3704262486892 48.2914922329548),,OBA,TenneT TSO GmbH;E.ON Netz GmbH,Umspannwerk Oberbachern,380000;220000;110000,substation
14,220.0,11.8132328973,48.2212664655,SRID=4326;POINT(11.8132328973194 48.2212664654998),,NFI,"TenneT TSO GmbH, E.ON Netz GmbH",Umspannwerk Neufinsing,220000;110000,substation
15,380.0,11.8681562939,48.2068029185,SRID=4326;POINT(11.8681562938884 48.2068029185353),50,OH,TenneT TSO GmbH,Umspannwerk Ottenhofen,380000;220000,substation
16,380.0,10.7610403786,52.3677293804,SRID=4326;POINT(10.7610403785613 52.3677293804096),50,,EON_Netz,Umspannwerk Hattorf,380000,substation
17,380.0,13.4947633747,52.5897644436,SRID=4326;POINT(13.4947633747219 52.5897644435618),50,MOW,50Hertz;Stromnetz Berlin,Umspannwerk Malchow,380000;110000,substation
18,380.0,13.6834769667,54.1390906407,SRID=4326;POINT(13.6834769666546 54.1390906406635),,,50Hertz,Umspannwerk Lubmin,380000;220000,substation
19,220.0,11.2939727001,48.052042772,SRID=4326;POINT(11.2939727001158 48.0520427719624),,OBR,"TenneT TSO GmbH, E.ON Netz GmbH",Umspannwerk Oberbrunn,220000;110000,substation
20,380.0,9.98460982001,53.741128776,SRID=4326;POINT(9.98460982000897 53.7411287759659),50,,50Hertz Transmission,Umspannwerk Hamburg-Nord,380000;220000;110000,substation
21,380.0,10.1575015165,53.5551316686,SRID=4326;POINT(10.1575015165126 53.5551316685834),50,,50Hertz Transmission;Stromnetz Hamburg GmbH,Umspannwerk Hamburg/Ost,380000;110000,substation
22,380.0,9.20210420095,53.89515741,SRID=4326;POINT(9.20210420095253 53.8951574100045),50,,50Hertz Transmission,Umspannwerk Kernkraftwerk Brunsbüttel,380000;220000;110000,substation
23,220.0,9.98853660866,53.7662776686,SRID=4326;POINT(9.98853660865951 53.766277668594),50,,TenneT;Schleswig-Holstein Netz AG,Hamburg Nord,220000;110000,substation
24,380.0,9.72699196993,54.2914209868,SRID=4326;POINT(9.72699196993402 54.2914209867842),50,,TenneT;Schleswig-Holstein Netz AG,Audorf,220000;110000,substation
25,380.0,9.34476098807,53.9218370583,SRID=4326;POINT(9.34476098807139 53.9218370583068),50,,TenneT,Umspannwerk Wilster,380000,substation
26,380.0,9.34400177216,53.8517774635,SRID=4326;POINT(9.34400177215961 53.8517774635399),,,,Brokdorf,380000;220000,substation
27,220.0,9.52960512907,53.6189906942,SRID=4326;POINT(9.52960512906833 53.6189906941937),50,,,Stade,220000;110000,substation
28,220.0,9.77654483875,53.6906352606,SRID=4326;POINT(9.77654483874895 53.6906352606291),50,,TenneT,Kummerfeld,220000;110000,substation
29,380.0,10.3821666628,52.9932540373,SRID=4326;POINT(10.3821666628198 52.9932540372914),50,,TenneT,Stadorf,380000,substation
30,380.0,9.50178966782,53.5428143723,SRID=4326;POINT(9.5017896678173 53.5428143723363),50,,,Dollern,380000;220000;110000,substation
31,380.0,9.7461508164,50.9168399491,SRID=4326;POINT(9.74615081640288 50.9168399490798),50,,EON_Netz,Mecklar,380000;110000,substation
32,380.0,11.1228545605,50.998909067,SRID=4326;POINT(11.1228545605428 50.9989090670144),50,,50Hertz Transmission GmbH,Umspannwerk Vieselbach,380000;220000;110000,substation
33,380.0,10.3859411644,51.0018133015,SRID=4326;POINT(10.3859411643633 51.0018133014781),50,,50Hertz,Eisenach,380000;110000,substation
34,220.0,8.12264230305,53.560516049,SRID=4326;POINT(8.12264230304551 53.5605160490331),50,MAAD,TenneT,Umspannwerk Maade,380000;220000,substation
35,220.0,8.08565059716,53.6058341926,SRID=4326;POINT(8.08565059715704 53.605834192587),50,VOSL,TenneT;EON_Netz,Voslapp,220000;110000,substation
36,220.0,8.06005695814,53.6202025751,SRID=4326;POINT(8.06005695814032 53.6202025750861),50,INHA,TenneT,Inhausen,220000;155000,substation
37,380.0,11.6389127631,52.2687346818,SRID=4326;POINT(11.6389127631156 52.2687346818467),,,50Hertz Transmission GmbH,Umspannwerk Wolmirstedt,380000;220000,substation
38,380.0,13.2115276454,52.5806278102,SRID=4326;POINT(13.2115276454389 52.5806278102291),50,,Vattenfall_Europe_Transmission,Umspannwerk Teufelsbruch,380000;110000,substation
39,380.0,11.7273534151,52.5689469939,SRID=4326;POINT(11.7273534150745 52.5689469938591),50,StW,50Hertz Transmission GmbH,Stendal/West,380000;110000,substation
40,380.0,13.1433929103,53.9081469774,SRID=4326;POINT(13.1433929102518 53.9081469774219),50,,50Hertz Transmission GmbH,Siedenbrünzow,380000;110000,substation
41,380.0,11.853105708,53.086544475,SRID=4326;POINT(11.8531057080136 53.0865444750041),,,50Hertz;EON_Avacon,Umspannwerk Perleberg,380000;110000,substation
42,380.0,12.1869848227,53.8157751724,SRID=4326;POINT(12.1869848227216 53.8157751724384),50,,50Hertz,Güstrow,380000;220000,substation
43,220.0,12.499365967,52.4052284252,SRID=4326;POINT(12.4993659669539 52.4052284251973),,,50Hertz Transmission GmbH,Brandenburg-West,220000;110000,substation
44,220.0,13.5061534469,52.4738223092,SRID=4326;POINT(13.5061534469385 52.473822309174),50,,50Hertz;Vattenfall Europe AG,Umspannwerk Wuhlheide,220000;110000,substation
45,220.0,13.305753295,52.2307818452,SRID=4326;POINT(13.3057532949594 52.2307818451873),50,,50Hertz Transmission GmbH,Thyrow,380000;220000;110000,substation
46,380.0,13.524198731,52.5356342713,SRID=4326;POINT(13.5241987309997 52.5356342713481),50,MZA9,50Hertz,Umspannwerk Marzahn,380000;220000;110000,substation
47,380.0,13.4564306928,52.5214517452,SRID=4326;POINT(13.4564306927748 52.5214517451981),50,,Vattenfall Europe AG;50Hertz,Umspannwerk Friedrichshain,380000;110000,substation
48,380.0,13.5370442127,52.5374565238,SRID=4326;POINT(13.5370442127043 52.5374565238016),50,BIN,Stromnetz Berlin,Umspannwerk Biesdorf Nord,110000,substation
49,380.0,10.9993330124,52.2001419746,SRID=4326;POINT(10.99933301239 52.2001419745622),,,TenneT TSO GmbH,Umspannwerk Helmstedt,380000;110000,substation
50,380.0,10.9772332275,52.1694333177,SRID=4326;POINT(10.9772332275028 52.1694333176707),,,E.ON Kraftwerke GmbH,Kraftwerk Buschhaus,,plant
51,380.0,9.25938382025,51.0603668474,SRID=4326;POINT(9.25938382024592 51.0603668474477),50,,TenneT,Umspannwerk Borken,380000;110000,substation
52,380.0,8.31334016593,49.0090434644,SRID=4326;POINT(8.3133401659254 49.0090434643525),50,,EnBW,Karlsruhe-Daxlanden,380000;220000;110000,substation
53,380.0,7.7534954654,48.0993557006,SRID=4326;POINT(7.75349546540486 48.0993557006259),50,,EnBW,380-kV-Umspannwerk Eichstetten,380000;220000;110000,substation
54,380.0,8.43846751212,49.2524597289,SRID=4326;POINT(8.43846751211921 49.2524597288652),,,EnBW Kernkraft GmbH,Kernkraftwerk Philippsburg,,plant
55,220.0,8.51211132936,49.2939656496,SRID=4326;POINT(8.51211132935593 49.293965649573),50,,EnBW,Umspannwerk Altlußheim,220000;110000,substation
56,380.0,8.62320967452,49.3565822493,SRID=4326;POINT(8.62320967451897 49.3565822492832),50,,EnBW,Umspannwerk Neurott,380000;220000,substation
57,220.0,8.44554248929,48.9860881754,SRID=4326;POINT(8.44554248929306 48.9860881753906),50,,,Umspannwerk Oberwald,220000;110000,substation
58,220.0,8.64158406338,48.8900524832,SRID=4326;POINT(8.64158406338239 48.8900524832355),50,,EnBW,220 kV-Umspannwerk Birkenfeld,220000;110000,substation
59,380.0,8.56374399744,53.0317215836,SRID=4326;POINT(8.56374399744213 53.0317215835514),50,GANK,TenneT;EON_Netz;EWE,Ganderkesee,380000;110000,substation
60,380.0,8.47470704899,53.4286511943,SRID=4326;POINT(8.47470704898602 53.4286511943138),50,UWES,EON_Netz,Unterweser,380000;220000;110000,substation
61,380.0,8.51888180952,53.2026352837,SRID=4326;POINT(8.51888180951659 53.2026352836834),50,FARG,Avacon AG,Umspannwerk Farge,110000,substation
62,220.0,8.82002487242,53.1073882919,SRID=4326;POINT(8.82002487241632 53.1073882918815),50,,swb Netze GmbH & Co. KG,Umspannwerk Blockland,220000;110000,substation
63,220.0,8.12076909802,48.704835426,SRID=4326;POINT(8.12076909802284 48.7048354259965),50,,EnBW,Bühl,220000;110000,substation
64,380.0,11.4407746483,48.1718035473,SRID=4326;POINT(11.4407746483177 48.1718035473026),,MZ,Stadtwerke München,Hauptumspannwerk Menzing,380000;110000,substation
65,380.0,13.3264049985,50.3463721851,SRID=4326;POINT(13.3264049984725 50.3463721850552),,,ČEPS,Hradec,400000;220000,substation
66,380.0,12.1147644054,49.6311550522,SRID=4326;POINT(12.1147644054101 49.6311550521523),50,ETZ,Tennet;EON_Netz,Umspannwerk Etzenricht,380000;220000;110000,substation
67,380.0,8.69516075602,53.0925360848,SRID=4326;POINT(8.69516075602312 53.0925360847799),50,NVLD,Wesernetz,Niedervieland,380000;110000,substation
68,380.0,8.77244296019,49.9746686651,SRID=4326;POINT(8.77244296019056 49.974668665137),,,RWE,Umspannwerk Urberach,380000;220000;110000,substation
69,380.0,8.41937105938,49.6337356824,SRID=4326;POINT(8.41937105938048 49.6337356823792),50,,RWE,Station Bürstadt,380000;220000,substation
70,380.0,8.38855636788,49.9823050841,SRID=4326;POINT(8.38855636787547 49.9823050841271),,,RWE; Kraftwerke Mainz-Wiesbaden,Umspannstation Bischofsheim,380000;110000,substation
71,380.0,12.2621734868,51.7410202756,SRID=4326;POINT(12.2621734868101 51.7410202755519),50,,50Hertz,Umspannwerk Marke,380000;110000,substation
72,380.0,11.8942661378,51.4057031412,SRID=4326;POINT(11.8942661378135 51.4057031412478),50,,50Hertz;enviaM,Umspannwerk Lauchstädt,380000;110000,substation
73,380.0,13.1570904872,51.8284516615,SRID=4326;POINT(13.1570904871893 51.8284516615019),50,,50Hertz,Umspannwerk Schönewalde,380000,substation
74,380.0,13.9024346887,51.874723519,SRID=4326;POINT(13.9024346886892 51.8747235190459),50,RAG,50Hertz,Umspannwerk Ragow,380000;110000,substation
75,380.0,11.5165549672,51.5843592099,SRID=4326;POINT(11.5165549672107 51.5843592098734),50,,50Hertz,Umspannwerk Klostermansfeld,380000;110000,substation
76,380.0,8.70221844883,51.7363525828,SRID=4326;POINT(8.70221844882815 51.7363525828065),,,TenneT,Umspannwerk Elsen,380000;110000,substation
77,380.0,8.99279240395,51.3430093979,SRID=4326;POINT(8.99279240395088 51.343009397907),50,,Eon_Netz,Umspannwerk Twistetal,380000;110000,substation
78,380.0,11.6463786274,50.534876971,SRID=4326;POINT(11.6463786274424 50.534876971042),50,RDF;RE,50Hertz Transmission GmbH,Umspannwerk Remptendorf,380000;220000;110000,substation
79,380.0,14.4719654743,51.5538127186,SRID=4326;POINT(14.4719654742998 51.5538127185923),50,GRS,50Hertz_Transmission;enviaM,Graustein,380000;110000,substation
80,380.0,14.5081091811,51.4137103812,SRID=4326;POINT(14.5081091811329 51.4137103812427),50,,50Hertz,Umspannwerk Bärwalde,380000,substation
81,380.0,14.4281804852,51.8888641394,SRID=4326;POINT(14.4281804852225 51.8888641394403),50,PRL,50Hertz,Umspannwerk Preilack,380000;110000,substation
82,220.0,8.14191382633,53.564001168,SRID=4326;POINT(8.14191382633093 53.5640011680095),,,EON_Netz,EON Kraftwerk Wilhelmshaven,,plant
83,220.0,10.1562824576,54.275548255,SRID=4326;POINT(10.1562824575947 54.2755482549913),50,,EON_Netz;TenneT,Kiel-Süd,220000;110000,substation
84,220.0,10.1773541035,54.3395212639,SRID=4326;POINT(10.1773541034729 54.3395212638642),,,E.ON Kraftwerke GmbH;Stadtwerke Kiel AG,Gemeinschaftskraftwerk Kiel,,generator
85,380.0,7.03496796515,52.2028607381,SRID=4326;POINT(7.03496796515083 52.2028607381056),,,RWE,Station Gronau,380000;220000;110000,substation
86,380.0,7.30820430095,52.4768353863,SRID=4326;POINT(7.30820430094578 52.4768353862806),50,,Amprion,Hanekenfähr,380000;220000;110000,substation
87,380.0,7.06030699176,51.6964760131,SRID=4326;POINT(7.06030699176008 51.6964760130648),50,,RWE,Station Kusenhorst,380000;220000;110000,substation
88,220.0,6.67467532062,51.3249574728,SRID=4326;POINT(6.6746753206169 51.3249574728255),,,RWE,Station Gellep,220000;110000,substation
89,220.0,6.72376714521,51.3556543809,SRID=4326;POINT(6.72376714521247 51.3556543809247),50,,RWE,Station Mündelheim,220000;110000,substation
90,380.0,7.54571772262,51.9703244224,SRID=4326;POINT(7.54571772261949 51.9703244223875),50,,RWE,Station Roxel,380000;110000,substation
91,380.0,7.30561448538,52.4801491896,SRID=4326;POINT(7.30561448538174 52.4801491895706),,,RWE AG,Erdgaskraftwerk Emsland,,plant
92,380.0,7.30433875539,52.4824259958,SRID=4326;POINT(7.30433875539085 52.4824259958004),,,,,380000,substation
93,380.0,7.27715391323,52.7532425947,SRID=4326;POINT(7.27715391322869 52.7532425946802),50,MEPP,TenneT,Meppen,380000;110000,substation
94,380.0,8.3077568968,52.3456356448,SRID=4326;POINT(8.30775689679575 52.3456356447783),50,,Amprion,Wehrendorf,380000;220000;110000,substation
95,380.0,7.88957671235,52.2773967624,SRID=4326;POINT(7.88957671235007 52.2773967624078),50,,Amprion,Station Westerkappeln,380000;220000;110000,substation
96,380.0,7.31784994378,52.4691114903,SRID=4326;POINT(7.31784994377907 52.4691114902799),50,,,Benteler Stahlwerk,220000,substation
97,380.0,13.3352803847,49.5896898613,SRID=4326;POINT(13.3352803846608 49.5896898612644),50,,ČEPS,Rozvodna Přeštice,400000;220000;110000,substation
98,380.0,12.2147735097,54.1003234404,SRID=4326;POINT(12.2147735096776 54.1003234403618),50,,50Hertz Transmission,Bentwisch HGÜ,380000,substation
99,380.0,6.99647659179,49.3754093063,SRID=4326;POINT(6.99647659179489 49.3754093063084),50,,Amprion,Umspannwerk Uchtelfangen,380000;220000;110000,substation
100,380.0,6.47473977007,49.9224692994,SRID=4326;POINT(6.47473977006816 49.9224692993999),50,,Amprion; Westnetz,Station Niederstedem,380000;220000;110000,substation
101,380.0,11.6993926965,53.5722744893,SRID=4326;POINT(11.6993926965362 53.5722744892702),,,50Hertz,Wessin,380000,substation
102,380.0,11.3706373689,53.6009910849,SRID=4326;POINT(11.3706373688866 53.6009910848999),50,,50Hertz;EON_edis,Görries,380000;110000,substation
103,380.0,6.94821343461,51.444578943,SRID=4326;POINT(6.94821343461115 51.4445789430072),,,RWE,Station Rosenblumendelle,380000;110000,substation
104,380.0,6.9267589636,51.4992056838,SRID=4326;POINT(6.92675896360373 51.4992056838496),50,,RWE,Station Büscherhof,380000;220000,substation
105,380.0,6.68078798894,51.6462959357,SRID=4326;POINT(6.68078798893986 51.6462959356851),,,RWE,Station Niederrhein,380000;220000;110000,substation
106,380.0,7.16721460966,51.3899067582,SRID=4326;POINT(7.16721460965932 51.3899067582106),50,,Amprion,Station Hattingen,380000;220000;110000,substation
107,380.0,7.12557291067,51.4489772588,SRID=4326;POINT(7.1255729106725 51.4489772588145),50,,RWE,Station Eiberg,380000;220000,substation
108,380.0,6.99606888011,51.5141695891,SRID=4326;POINT(6.99606888010598 51.5141695891404),50,,,Station Karnap,380000;110000,substation
109,380.0,7.3131828429,51.4466113896,SRID=4326;POINT(7.31318284290137 51.4466113896128),50,,RWE,Witten,380000,substation
110,380.0,7.99288723333,51.6837077156,SRID=4326;POINT(7.99288723332679 51.6837077155955),50,,RWE,Station Uentrop,380000,substation
111,380.0,8.62480052815,51.4278883849,SRID=4326;POINT(8.62480052815036 51.4278883849265),50,,Amprion,Station Nehden,380000;110000,substation
112,380.0,7.3531118694,51.5758105021,SRID=4326;POINT(7.35311186939787 51.5758105020818),50,,RWE,Station Mengede,380000,substation
113,380.0,7.1232388295,51.5256121803,SRID=4326;POINT(7.12323882950453 51.5256121803004),50,,RWE,Station Hüllen,380000;110000,substation
114,380.0,8.21170597595,51.1779854801,SRID=4326;POINT(8.21170597594605 51.1779854801194),50,,Amprion,Station Arpe,380000;110000,substation
115,220.0,6.57648208812,51.0555954583,SRID=4326;POINT(6.57648208812114 51.0555954583116),,,,RWE Kraftwerk Frimmersdorf,,generator
116,220.0,6.77252309438,51.1471054906,SRID=4326;POINT(6.77252309438106 51.1471054906194),50,,,Station Norf,220000;110000,substation
117,380.0,6.97257742701,50.7956930175,SRID=4326;POINT(6.97257742700703 50.795693017514),,,RWE,Station Sechtem,380000;220000;110000,substation
118,380.0,7.13689469739,50.6428608767,SRID=4326;POINT(7.13689469738717 50.6428608767133),50,,Amprion,Station Ließem,380000;110000,substation
119,380.0,6.45655246642,50.8713380369,SRID=4326;POINT(6.45655246642153 50.8713380368705),50,,Net,Station Oberzier,380000;110000,substation
120,380.0,7.86394571365,50.7682419129,SRID=4326;POINT(7.86394571365263 50.7682419129404),50,,RWE,Station Dauersberg,380000;220000;110000,substation
121,380.0,6.32166491494,50.8383473628,SRID=4326;POINT(6.32166491493505 50.8383473627586),,,RWE,RWE Kraftwerk Weisweiler,,plant
122,380.0,6.16738169006,50.8020442927,SRID=4326;POINT(6.16738169006425 50.8020442927138),50,,Amprion,Station Verlautenheide,380000;110000,substation
123,380.0,6.7022033778,51.0088609097,SRID=4326;POINT(6.70220337779745 51.0088609096753),50,,RWE,Station Rommerskirchen,380000;220000,substation
124,380.0,6.61240231531,51.0359242595,SRID=4326;POINT(6.61240231530956 51.0359242594819),50,,,KW Neurath,380000;220000;110000,substation
125,380.0,6.96568442352,51.0693295322,SRID=4326;POINT(6.96568442352005 51.0693295322353),,,RWE,Station Opladen,380000;220000;110000,substation
126,380.0,7.23319684332,51.2325069075,SRID=4326;POINT(7.23319684331545 51.2325069075148),50,,RWE,Station Linde,380000;110000,substation
127,380.0,6.30090123787,50.8289532123,SRID=4326;POINT(6.30090123786765 50.8289532122665),50,,,Umspannwerk Weisweiler,380000;110000,substation
128,380.0,7.44948529011,50.4025276621,SRID=4326;POINT(7.44948529010545 50.4025276621126),50,,Amprion,Station Weißenthurm,380000;220000;110000,substation
129,380.0,6.62582790177,51.2606098249,SRID=4326;POINT(6.62582790177014 51.2606098249047),50,,RWE,Station Osterath,220000;110000,substation
130,380.0,7.12308195236,51.1715887782,SRID=4326;POINT(7.12308195236379 51.1715887782054),50,,,Station Halfeshof,380000;110000,substation
131,380.0,6.80109333957,51.1225390519,SRID=4326;POINT(6.80109333956604 51.1225390518584),50,,RWE,Station Sankt Peter 380 kV,380000;220000,substation
132,380.0,7.00877914033,51.174254918,SRID=4326;POINT(7.00877914033175 51.1742549180397),50,,Amprion,Station Ohligs,380000;110000,substation
133,380.0,6.84265066151,50.8635385009,SRID=4326;POINT(6.8426506615144 50.8635385008881),,,Amprion,Station Knapsack,380000;110000,substation
134,220.0,6.80461158013,50.9662452961,SRID=4326;POINT(6.80461158012622 50.9662452961379),,,RWE,Station Brauweiler,220000;110000,substation
135,380.0,7.71862721454,51.5342075115,SRID=4326;POINT(7.7186272145384 51.5342075115271),,,Amprion,Station Unna,380000;110000,substation
136,380.0,7.93077008561,51.6729710197,SRID=4326;POINT(7.93077008561427 51.6729710197069),,,Trianel,Geithe,380000,substation
137,220.0,6.22183144596,51.6946456422,SRID=4326;POINT(6.22183144595687 51.6946456422206),,,RWE,Station Pfalzdorf,220000;110000,substation
138,380.0,7.0067498786,51.599911422,SRID=4326;POINT(7.00674987859998 51.5999114220203),,,,Kraftwerk Scholven,,generator
139,220.0,7.03761988504,51.5985496312,SRID=4326;POINT(7.03761988504233 51.5985496311832),,,RWE,Station Bergmannsglück,220000;110000,substation
140,220.0,7.26408346259,51.5735734104,SRID=4326;POINT(7.2640834625924 51.5735734103802),50,,Amprion,Station Pöppinghausen,220000;110000,substation
141,220.0,7.27894711303,51.4722816773,SRID=4326;POINT(7.2789471130269 51.4722816773138),50,,Amprion,Station Laer,220000;110000,substation
142,220.0,7.18667755312,51.5505890706,SRID=4326;POINT(7.18667755311932 51.550589070577),,,Evonik Industries AG,Kraftwerk Herne Baukau,,generator
143,380.0,7.35135784055,51.5683686081,SRID=4326;POINT(7.35135784054859 51.568368608134),,,E.On Kraftwerke GmbH,Kraftwerk Knepper,,generator
144,220.0,7.17937912539,51.4722019484,SRID=4326;POINT(7.17937912538938 51.4722019484347),,,Amprion,Station Bochum,220000;110000,substation
145,220.0,6.93488869659,51.0335223351,SRID=4326;POINT(6.93488869659333 51.0335223350589),50,,RheinEnergie,UW Fühlingen,220000;110000,substation
146,220.0,6.82813596908,51.1626762414,SRID=4326;POINT(6.82813596908193 51.1626762413706),50,,,Station Reisholz,220000;110000,substation
